visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-02-12,Male,65,Pasigueño,Family planning consultation,3,3,4,3,"Okay lang naman yung process. Medyo masikip lang sa waiting area; maayos naman yung actual service naman kapag ako na yung inaasikaso. Sakto lang, neither good nor bad.",neutral
2026-02-18,Male,33,Pasigueño,TB/DOTS consultation,2,1,1,1,"Para sa request para sa laboratory, paulit-ulit akong naghintay sa magkakaibang counter. Hindi approachable yung nakausap ko sa counter. I hope maayos ito sa susunod.",negative
2026-08-10,Female,22,Pasigueño,Wound care/dressing,3,4,4,4,"Nung nag-process ako ng pagpapatingin, maayos sumagot yung staff sa mga tanong ko. Maayos ang pila at mabilis yung galaw sa counter.",positive
2026-06-29,Male,25,Pasigueño,Dental consultation,3,4,3,4,Madaling sundan yung steps na sinabi sa akin. Ramdam na willing tumulong yung staff. Overall smooth at convenient.,positive
2026-02-17,Male,44,Pasigueño,Dental consultation,3,3,4,4,Alam ko agad kung saan pupunta dahil malinaw yung instructions. Maayos sumagot yung staff sa mga tanong ko. Sana ma-maintain yung ganitong sistema.,positive
2026-05-10,Male,67,Non-Pasigueño,Medical consultation,2,3,2,2,"Nung nag-process ako ng referral request, parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Ang tagal ng checking kahit kumpleto naman yung dala ko. I hope maayos ito sa susunod.",negative
2026-05-06,Male,26,Pasigueño,Pharmacy/medicine assistance,3,3,4,4,Maayos yung naging experience ko today. Efficient yung pila at hindi magulo yung tawagan. Very accommodating yung nag-assist sa akin.,positive
2026-07-16,Male,43,City Government Employee,Medical certificate,3,3,3,3,"Okay naman overall, may ilang minor issue lang. Nakuha ko naman agad yung tamang form, pero kulang lang ng mas malinaw na signage. Overall okay pa rin naman.",neutral
2026-06-21,Male,55,Pasigueño,Nutrition counseling,2,4,3,3,"May konting waiting time sa pagitan ng steps, pero kumpleto naman yung information na binigay naman. Pwede pang ayusin nang konti yung flow.",neutral
2026-02-06,Female,37,Pasigueño,Immunization/Vaccination,1,1,1,1,"Sa part ng screening process, kulangan yung information tungkol sa requirements. Hindi approachable yung nakausap ko sa counter.",negative
2026-05-25,Male,28,Pasigueño,Dental consultation,3,3,4,4,"Para sa medicine request, kompleto yung information na binigay sa counter. Within a reasonable time natapos yung kailangan ko. Salamat sa maayos na assistance.",positive
2026-04-04,Male,53,Pasigueño,Maternal health consultation,4,3,4,4,Okay na okay yung serbisyo para sa akin. Maayos yung queue kaya hindi nakakainip yung paghihintay. Very accommodating yung nag-assist sa akin.,positive
2026-03-28,Male,42,Pasigueño,Nutrition counseling,2,3,3,3,"Regarding sa DOTS consultation, okay naman. Polite naman yung staff, although medyo matagal yung checking ng requirements. Sana lang mas maging consistent next time.",neutral
2026-01-11,Female,20,Non-Pasigueño,Nutrition counseling,3,3,2,3,"Neutral lang ako sa experience ko. Kumpleto naman yung information na binigay, pero medyo matagal lang bago natawag yung number ko. Hindi naman siya malaking issue para sa akin.",neutral
2026-07-08,Female,54,Non-Pasigueño,Health card/clearance,4,3,2,3,"Nagawa naman yung kailangan ko. May konting delay pero manageable naman; malinaw naman yung basic instructions naman kapag ako na yung inaasikaso. Sakto lang, neither good nor bad.",neutral
2026-04-28,Male,24,Pasigueño,Dental consultation,2,2,3,2,Poor yung experience ko this time. Sobrang haba ng process kumpara sa dapat sana. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Sana mabigyan ito ng action.,negative
2026-02-24,Male,39,Pasigueño,Maternal health consultation,3,2,3,3,"Sa pagpapatingin mismo, okay naman. Maayos kausap yung staff, although medyo matagal lang bago natawag yung number ko. Manageable naman kaya okay lang.",neutral
2026-07-24,Female,46,Pasigueño,Referral assistance,1,1,1,1,"Sa part ng pharmacy service, masyadong mahaba yung waiting time para sa simpleng transaction. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Sana ma-review yung workflow at customer service.",negative
2026-04-10,Male,49,Pasigueño,Laboratory request,4,4,4,3,"Yung medicine request ko, maayos ang explanation kaya walang naging aberya. Efficient yung pila at hindi magulo yung tawagan. Good job sa staff.",positive
2026-02-05,Male,26,Pasigueño,Health card/clearance,2,3,3,3,"Okay naman overall, may ilang minor issue lang. Malinaw naman yung basic instructions. Siguro ang pwede lang ayusin, may konting delay sa pila. Manageable naman kaya okay lang.",neutral
2026-02-18,Female,30,Non-Pasigueño,Pharmacy/medicine assistance,1,2,2,2,"Sa part ng consultation process, hindi straightforward yung process at maraming unnecessary na tanong. Masyadong dismissive yung sagot sa concern ko.",negative
2026-03-02,Female,44,Pasigueño,Maternal health consultation,1,2,2,2,Stressful yung naging transaction ko. Hindi efficient yung flow kaya nasayang yung oras ko. Hindi maayos yung signage kaya napunta ako sa maling pila.,negative
2026-06-21,Male,38,Pasigueño,Health card/clearance,2,2,2,2,"Sa animal bite service mismo, parang walang willingness tumulong nung nalito ako sa process. Parang walang clear system sa pagtawag kaya mabagal ang pila. Hindi dapat ganito katagal yung simpleng transaction.",negative
2026-04-18,Female,36,Pasigueño,Nutrition counseling,2,3,2,2,"Nung nag-process ako ng request para sa laboratory, kulang yung explanation kaya napabalik pa ako. Hindi approachable yung nakausap ko sa counter.",negative
2026-05-17,Female,37,Pasigueño,Immunization/Vaccination,3,3,4,3,"Sa part ng health clearance, okay naman. Organized naman yung pila, although may ilang minuto na walang gumagalaw sa pila. Manageable naman kaya okay lang.",neutral
2026-06-28,Male,58,Non-Pasigueño,Maternal health consultation,2,2,3,2,Hindi maayos yung pakikitungo nung humingi ako ng clarification. Hindi malinaw yung instructions kaya ilang beses akong nalito. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-07-24,Female,55,Pasigueño,Medical certificate,1,2,1,1,Walang malinaw na update kung bakit delayed yung transaction. Halos walang movement yung pila for a long time. Sana mabigyan ito ng action.,negative
2026-06-05,Male,59,Pasigueño,Medical consultation,2,1,1,1,Hindi ako satisfied sa naging assistance. Walang malinaw na update kung bakit delayed yung transaction. Please improve the process and client handling.,negative
2026-05-01,Male,32,Pasigueño,Family planning consultation,4,4,4,3,Sulit yung pagpunta ko dahil mabilis natapos yung kailangan ko. Maayos naipaliwanag yung requirements bago ako pumila. Patient mag-explain yung staff kahit may follow-up questions ako. Overall smooth at convenient.,positive
2026-02-21,Male,68,Pasigueño,Referral assistance,2,2,2,2,"Para sa certificate request, matagal akong nakaupo bago may nag-assist sa akin. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Mas okay sana kung may malinaw na queue at proper guidance.",negative
2026-06-29,Female,37,Non-Pasigueño,TB/DOTS consultation,4,3,2,3,"Hindi pare-pareho yung explanation na narinig ko sa dalawang counter, pero maayos naman yung pag-check ng documents naman. Okay naman basta may konting improvement.",neutral
2026-05-09,Male,32,Non-Pasigueño,Animal bite treatment,2,2,2,2,"Regarding sa pagpapa-dental, hindi straightforward yung process at maraming unnecessary na tanong. Hindi professional yung tono ng pakikipag-usap sa akin.",negative
2026-02-11,Female,35,Pasigueño,Dental consultation,3,4,4,4,"Yung request para sa laboratory ko, mabilis yung checking ng requirements at tuloy-tuloy yung process. Maayos yung signage at guide kaya madaling sundan. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-04-16,Female,53,Non-Pasigueño,Vital signs screening,3,3,4,3,"Regarding sa wound dressing, natapos naman nang maayos. Kumpleto naman yung information na binigay; pwede pang mas mabilis yung process lang. Pwede pang ayusin nang konti yung flow.",neutral
2026-06-30,Female,30,Non-Pasigueño,Immunization/Vaccination,2,2,1,2,Mas maayos sana kung mas respectful yung pakikitungo sa clients. Kulangan yung information tungkol sa requirements. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-08-01,Female,53,Pasigueño,Maternal health consultation,3,4,2,3,"Neutral lang ako sa experience ko. Sa family planning consultation mismo, may ilang minuto na walang gumagalaw sa pila, pero natapos din naman at helpful naman yung nasa counter. May room for improvement pero acceptable naman.",neutral
2026-03-04,Female,46,Pasigueño,Laboratory request,3,4,3,3,"Nung nag-process ako ng referral assistance, okay naman. Malinaw naman yung basic instructions, although may konting delay sa pila. Okay naman basta may konting improvement.",neutral
2026-02-09,Male,22,Pasigueño,Laboratory request,4,3,2,3,"Wala namang major problem sa transaction. Malinaw naman yung basic instructions, pero may konting waiting time sa pagitan ng steps. Fair lang yung rating ko.",neutral
2026-07-30,Female,56,Pasigueño,Medical consultation,2,2,1,2,"Sa medicine request mismo, ang tagal ng checking kahit kumpleto naman yung dala ko. Naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako. Sana ayusin yung system para hindi maulit sa ibang client.",negative
2026-08-01,Male,44,Pasigueño,Laboratory request,2,2,1,2,"Para sa vaccine process, hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Paulit-ulit akong naghintay sa magkakaibang counter. Kailangan talagang pagbutihin yung service.",negative
2026-01-08,Male,43,Pasigueño,Pharmacy/medicine assistance,2,3,3,3,"Nagawa naman yung kailangan ko. Sa part ng dental service, medyo mahaba yung pila pero gumagalaw naman, pero natapos din naman at organized naman yung pila. Sana lang mas maging consistent next time.",neutral
2026-08-02,Female,74,Pasigueño,Animal bite treatment,3,2,2,2,Nahirapan ako sa naging proseso. Hindi organized yung queue kaya mas humaba yung paghihintay. Walang maayos na direction kung ano yung next step.,negative
2026-03-19,Female,31,City Government Employee,Nutrition counseling,2,4,3,3,"Yung maternal health consultation ko, okay naman. Malinaw naman yung basic instructions, although may ilang minuto na walang gumagalaw sa pila. May konting inconvenience pero natapos din naman.",neutral
2026-02-18,Female,35,Pasigueño,Maternal health consultation,3,2,2,2,Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Confusing yung sequence ng steps. Sana magkaroon ng clearer instructions at mas maayos na pila.,negative
2026-07-21,Female,36,Pasigueño,Laboratory request,3,3,3,3,"Sa dental consultation mismo, natapos naman nang maayos. Malinaw naman yung basic instructions; hindi pare-pareho yung explanation na narinig ko sa dalawang counter lang. May room for improvement pero acceptable naman.",neutral
2026-02-07,Female,55,Pasigueño,Medical certificate,4,4,4,4,Good experience overall. Clear yung directions at hindi ako nalito sa process. Ramdam na willing tumulong yung staff. Sana ganito lagi yung serbisyo.,positive
2026-04-04,Male,42,Pasigueño,Nutrition counseling,3,4,3,4,Nasagot nang maayos yung tanong ko tungkol sa requirements. Hindi minadali yung pag-assist sa akin. Overall smooth at convenient.,positive
2026-05-27,Female,54,Pasigueño,Animal bite treatment,3,4,3,3,Okay lang naman yung process. May konting delay pero manageable naman; okay naman yung flow kapag ikaw na yung nasa counter naman kapag ako na yung inaasikaso. May room for improvement pero acceptable naman.,neutral
2026-07-20,Male,42,Non-Pasigueño,Immunization/Vaccination,1,2,2,2,Stressful yung naging transaction ko. Hindi approachable yung nakausap ko sa counter. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-01-09,Male,63,Pasigueño,Dental consultation,4,4,4,3,"Yung consultation ko, very accommodating yung nag-assist sa akin. Maaga akong dumating at mabilis din akong natapos.",positive
2026-04-26,Female,30,City Government Employee,Laboratory request,2,3,2,2,Nahirapan ako sa naging proseso. Hindi maayos yung signage kaya napunta ako sa maling pila. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-01-13,Female,55,City Government Employee,Immunization/Vaccination,4,3,3,3,"Nung nag-process ako ng vaccine process, natapos naman nang maayos. Okay naman yung flow kapag ikaw na yung nasa counter; medyo mahaba yung pila pero gumagalaw naman lang. Nothing serious, pero noticeable lang.",neutral
2026-03-29,Male,30,Pasigueño,Pharmacy/medicine assistance,4,3,3,4,Happy naman ako sa naging assistance. Walang unnecessary delay sa naging transaction ko. Responsive yung staff kapag may clarification.,positive
2026-01-16,Male,31,Non-Pasigueño,Maternal health consultation,4,3,3,4,Wala naman akong naging problema sa pag-process. Kompleto yung information na binigay sa counter. Courteous yung staff at malinaw makipag-usap. Sana ganito lagi yung serbisyo.,positive
2026-06-07,Male,42,Pasigueño,Pharmacy/medicine assistance,3,2,2,2,"Yung vital signs check ko, hindi ako nabigyan ng maayos na explanation nung may concern ako. Hindi efficient yung flow kaya nasayang yung oras ko. Sana ma-review yung workflow at customer service.",negative
2026-05-13,Male,42,Pasigueño,Dental consultation,2,3,3,3,"May good parts naman yung service pero may konting inconvenience. Sa consultation process mismo, medyo masikip lang sa waiting area, pero natapos din naman at friendly naman yung nag-assist. Okay naman basta may konting improvement.",neutral
2026-07-20,Female,45,Pasigueño,Medical certificate,3,4,3,4,"Nung nag-process ako ng treatment assistance, alam ko agad kung saan pupunta dahil malinaw yung instructions. Within a reasonable time natapos yung kailangan ko. Sana ganito lagi yung serbisyo.",positive
2026-07-30,Female,37,Pasigueño,Wound care/dressing,3,4,4,4,"Sa vaccine process mismo, tinulungan ako agad nung hindi ko alam yung next step. Hindi ako pinaghintay nang matagal bago maasikaso.",positive
2026-02-16,Male,31,Pasigueño,Immunization/Vaccination,2,3,2,2,Disappointed ako sa naging transaction. Ang daming idle time sa pagitan ng bawat step. Iba-iba yung instruction na nakuha ko sa bawat counter.,negative
2026-05-10,Female,24,Pasigueño,Maternal health consultation,4,3,3,4,"Sa part ng screening process, patient mag-explain yung staff kahit may follow-up questions ako. Maayos yung queue kaya hindi nakakainip yung paghihintay.",positive
2026-03-24,Female,48,Non-Pasigueño,Pharmacy/medicine assistance,2,3,2,2,"Regarding sa nutrition service, dapat mas malinaw yung listahan ng kailangan bago pumila. Hindi professional yung tono ng pakikipag-usap sa akin.",negative
2026-01-09,Male,52,City Government Employee,TB/DOTS consultation,3,3,2,3,"Acceptable naman yung service para sa akin. Para sa pagpapatingin, kulang lang ng mas malinaw na signage, pero natapos din naman at polite naman yung staff. Overall okay pa rin naman.",neutral
2026-03-04,Male,60,Pasigueño,Referral assistance,2,4,3,3,"Neutral lang ako sa experience ko. Maayos naman yung actual service. Siguro ang pwede lang ayusin, kulang lang ng mas malinaw na signage. Pwede pang ayusin nang konti yung flow.",neutral
2026-05-23,Female,47,Pasigueño,Laboratory request,1,1,1,1,Disappointed ako sa naging transaction. Ang bagal ng usad ng pila at walang malinaw na update. Mas maayos sana kung mas respectful yung pakikitungo sa clients. Kailangan talagang pagbutihin yung service.,negative
2026-02-09,Male,29,Non-Pasigueño,Vital signs screening,4,4,3,4,Hindi ako nahirapan sa buong proseso. Simple at understandable yung explanation ng process. Ramdam na willing tumulong yung staff. Thank you sa maayos na pag-assist.,positive
2026-05-10,Female,61,Non-Pasigueño,Referral assistance,2,2,3,2,"Yung DOTS service ko, hindi professional yung tono ng pakikipag-usap sa akin. Hindi efficient yung flow kaya nasayang yung oras ko. Needs improvement talaga.",negative
2026-01-24,Female,46,Non-Pasigueño,Wound care/dressing,3,2,3,3,"Acceptable naman yung service para sa akin. Organized naman yung pila, pero may konting delay sa pila. May konting inconvenience pero natapos din naman.",neutral
2026-06-19,Female,26,Pasigueño,Animal bite treatment,1,2,1,1,"Nung nag-process ako ng nutrition counseling, hindi maayos yung pakikitungo nung humingi ako ng clarification. Matagal bago may sumagot sa concern ko sa counter. Mas okay sana kung may malinaw na queue at proper guidance.",negative
2026-05-08,Male,49,Non-Pasigueño,Pharmacy/medicine assistance,4,3,4,4,"Nung nag-process ako ng consultation, responsive yung staff kapag may clarification. Efficient yung pila at hindi magulo yung tawagan.",positive
2026-03-16,Male,42,Pasigueño,Dental consultation,4,3,4,4,"Nung nag-process ako ng maternal health service, tinulungan ako agad nung hindi ko alam yung next step. Maayos ang pila at mabilis yung galaw sa counter.",positive
2026-03-21,Female,35,Pasigueño,Health card/clearance,3,4,3,4,Magalang at approachable yung staff na nakausap ko. Clear yung directions at hindi ako nalito sa process. Keep up the good service.,positive
2026-02-03,Female,39,Pasigueño,Immunization/Vaccination,1,2,2,2,"Sa part ng maternal health service, walang malinaw na update kung bakit delayed yung transaction. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction.",negative
2026-05-06,Female,49,Pasigueño,Maternal health consultation,4,3,4,4,"Nung nag-process ako ng nutrition service, responsive yung staff kapag may clarification. Hindi pabalik-balik kaya mabilis matapos yung transaction.",positive
2026-01-19,Male,28,Pasigueño,Animal bite treatment,3,4,3,3,"Maayos naman in general yung service. Nakuha ko naman agad yung tamang form, pero may konting waiting time sa pagitan ng steps. Pwede pang ayusin nang konti yung flow.",neutral
2026-03-18,Male,57,Pasigueño,TB/DOTS consultation,4,3,4,4,Mabilis at maayos ang serbisyo.,positive
2026-08-01,Male,39,Non-Pasigueño,Vital signs screening,2,3,2,2,Hindi naging convenient yung transaction ko. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Hindi approachable yung nakausap ko sa counter. Sana mas organized at respectful next time.,negative
2026-06-12,Male,55,Pasigueño,Medical certificate,1,2,1,1,Hindi magandang experience yung naging punta ko. Ang tagal ng checking kahit kumpleto naman yung dala ko. Hindi maayos yung signage kaya napunta ako sa maling pila.,negative
2026-01-05,Male,33,Pasigueño,Medical certificate,3,3,2,3,"Sakto lang yung naging experience ko today. Polite naman yung staff. Siguro ang pwede lang ayusin, kailangan ko pang ulitin yung tanong bago naging clear. Okay naman basta may konting improvement.",neutral
2026-04-23,Male,55,City Government Employee,Maternal health consultation,3,4,3,4,"Para sa request para sa laboratory, kompleto yung information na binigay sa counter. Hindi ako pinaghintay nang matagal bago maasikaso. Okay na okay para sa akin.",positive
2026-03-24,Female,45,Non-Pasigueño,Nutrition counseling,1,2,2,2,Poor yung experience ko this time. Kulangan yung information tungkol sa requirements. Marami pang kailangang i-improve.,negative
2026-06-07,Male,46,Pasigueño,Medical certificate,2,1,2,2,"Nung nag-process ako ng pagpapa-dental, hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. Hindi approachable yung nakausap ko sa counter.",negative
2026-02-20,Female,32,Non-Pasigueño,Medical consultation,2,1,1,1,Kulang sa organization yung naging process. Pinaghintay ako nang matagal nang walang explanation kung bakit. Kulang yung explanation kaya napabalik pa ako.,negative
2026-01-18,Female,34,Pasigueño,Dental consultation,4,4,3,4,"Regarding sa clearance request, friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko.",positive
2026-04-22,Female,40,Pasigueño,Medical consultation,4,4,3,4,Wala naman akong naging problema sa pag-process. Walang unnecessary delay sa naging transaction ko. Wala akong reklamo sa naging service.,positive
2026-07-22,Male,48,Non-Pasigueño,Vital signs screening,1,1,1,1,Mas matagal at mas magulo kaysa sa inaasahan ko. Hindi professional yung tono ng pakikipag-usap sa akin. Sana mabigyan ito ng action.,negative
2026-03-01,Male,31,Pasigueño,Medical certificate,3,2,3,3,"Regarding sa nutrition counseling, natapos naman nang maayos. Maayos kausap yung staff; may konting kalituhan sa sequence ng pila lang. Manageable naman kaya okay lang.",neutral
2026-06-29,Male,20,Pasigueño,Pharmacy/medicine assistance,4,3,3,3,"Regarding sa vital signs check, okay naman yung flow kapag ikaw na yung nasa counter, kaso may konting delay sa pila. Sana lang mas maging consistent next time.",neutral
2026-01-07,Male,30,Pasigueño,Medical certificate,3,4,2,3,"Maayos naman in general yung service. Nakuha ko naman agad yung tamang form, pero may konting delay pero manageable naman. Overall okay pa rin naman.",neutral
2026-02-26,Male,66,Pasigueño,Referral assistance,3,4,3,3,"Neutral lang ako sa experience ko. Maayos naman yung actual service. Siguro ang pwede lang ayusin, may konting delay sa pila. May room for improvement pero acceptable naman.",neutral
2026-07-28,Female,49,Pasigueño,Referral assistance,3,4,2,3,Maayos naman in general yung service. Kulang lang ng mas malinaw na signage; maayos naman yung actual service naman kapag ako na yung inaasikaso. Okay naman basta may konting improvement.,neutral
2026-06-22,Female,32,Pasigueño,Laboratory request,2,1,1,1,Hindi magandang experience yung naging punta ko. Paulit-ulit akong naghintay sa magkakaibang counter. Hindi malinaw yung instructions kaya ilang beses akong nalito.,negative
2026-01-18,Male,29,Pasigueño,Animal bite treatment,2,2,2,2,Hindi okay para sa akin yung naging service. Hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. Kailangan talagang pagbutihin yung service.,negative
2026-06-27,Male,43,Pasigueño,Nutrition counseling,3,3,3,3,"Sa counseling session mismo, friendly naman yung nag-assist, kaso may konting delay pero manageable naman. Nothing serious, pero noticeable lang.",neutral
2026-03-01,Male,33,Pasigueño,Referral assistance,2,1,2,2,"Sa part ng DOTS service, pinaghintay ako nang matagal nang walang explanation kung bakit. Masyadong dismissive yung sagot sa concern ko. Sana mabigyan ito ng action.",negative
2026-02-14,Female,41,Pasigueño,Pharmacy/medicine assistance,4,4,3,4,Okay na okay yung serbisyo para sa akin. Malinaw yung instructions kaya alam ko agad kung ano ang susunod. May initiative silang i-guide ako kung saan susunod. Good job sa staff.,positive
2026-05-10,Female,54,City Government Employee,Medical consultation,1,2,2,2,Poor yung experience ko this time. Walang malinaw na update kung bakit delayed yung transaction. Marami pang kailangang i-improve.,negative
2026-04-03,Female,39,City Government Employee,Dental consultation,1,2,2,2,Hindi maganda yung tono ng staff nung nagtanong ako. Hindi malinaw kung saan dapat pumila at saan magsisimula. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-06-22,Male,24,Non-Pasigueño,Vital signs screening,2,2,3,2,Sana ma-review yung process kasi nahirapan talaga ako. Ang daming idle time sa pagitan ng bawat step. Hindi maayos yung signage kaya napunta ako sa maling pila.,negative
2026-04-06,Male,67,Pasigueño,Laboratory request,2,1,1,1,Disappointed ako sa naging transaction. Walang maayos na direction kung ano yung next step. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-02-20,Male,36,Pasigueño,Health card/clearance,4,4,4,4,"Nung nag-process ako ng vaccine process, maayos yung queue kaya hindi nakakainip yung paghihintay. Madaling sundan yung steps na sinabi sa akin. Wala akong reklamo sa naging service.",positive
2026-03-29,Female,59,Pasigueño,Animal bite treatment,3,4,3,4,Kompleto yung information na binigay sa counter. Respectful yung pakikitungo kahit marami silang inaasikaso. Sana ma-maintain yung ganitong sistema.,positive
2026-01-15,Female,58,City Government Employee,Animal bite treatment,2,4,3,3,"Wala namang major problem sa transaction. Maayos naman yung actual service. Siguro ang pwede lang ayusin, medyo mabagal lang yung usad nung maraming tao. May konting inconvenience pero natapos din naman.",neutral
2026-03-31,Male,40,Pasigueño,Medical certificate,3,4,4,4,"Yung animal bite service ko, friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Nasunod naman agad yung sequence ng pila.",positive
2026-05-31,Female,25,City Government Employee,Laboratory request,3,2,3,3,"Regarding sa consultation process, okay naman. Okay naman yung customer handling, although medyo masikip lang sa waiting area. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-02-18,Male,42,Non-Pasigueño,Laboratory request,4,4,3,4,Maganda yung naging proseso from start to finish. Nasagot nang maayos yung tanong ko tungkol sa requirements. Tinulungan ako agad nung hindi ko alam yung next step. Wala akong reklamo sa naging service.,positive
2026-01-28,Male,24,Pasigueño,Vital signs screening,4,3,4,4,Mas maayos yung transaction ko kaysa sa inaasahan ko. Maayos yung queue kaya hindi nakakainip yung paghihintay. Wala akong reklamo sa naging service.,positive
2026-05-11,Male,51,Non-Pasigueño,Nutrition counseling,2,2,2,2,"Para sa nutrition counseling, may kulang na requirement na saka lang sinabi nung nasa counter na ako. Parang ayaw sumagot nung staff sa follow-up question ko.",negative
2026-07-14,Male,31,Pasigueño,Dental consultation,3,2,2,2,Hindi naging maayos yung experience ko. Sobrang tagal bago ako natawag kahit matagal na akong naghihintay. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Kailangan talagang pagbutihin yung service.,negative
2026-05-04,Female,46,Non-Pasigueño,Maternal health consultation,3,4,3,3,"Sa medicine assistance mismo, natapos naman nang maayos. Okay naman yung customer handling; medyo mabagal lang yung usad nung maraming tao lang. Sakto lang, neither good nor bad.",neutral
2026-06-29,Female,28,Pasigueño,Animal bite treatment,2,3,2,2,Sana ma-review yung process kasi nahirapan talaga ako. Hindi maganda yung tono ng staff nung nagtanong ako. Marami pang kailangang i-improve.,negative
2026-03-24,Male,44,Pasigueño,Pharmacy/medicine assistance,4,4,4,3,Pleasant naman yung naging experience ko. Clear yung directions at hindi ako nalito sa process. Responsive yung staff kapag may clarification. Keep up the good service.,positive
2026-02-26,Male,37,Pasigueño,Wound care/dressing,2,3,3,3,"Okay lang naman yung process. Straightforward naman yung requirements. Siguro ang pwede lang ayusin, hindi pare-pareho yung explanation na narinig ko sa dalawang counter. May konting inconvenience pero natapos din naman.",neutral
2026-02-03,Female,39,Pasigueño,Maternal health consultation,4,4,3,4,Na-appreciate ko yung maayos na assistance. Sakto lang yung waiting time at mabilis yung actual transaction. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-04-04,Female,31,Non-Pasigueño,Maternal health consultation,2,3,4,3,"Average lang yung experience ko. Helpful naman yung nasa counter, pero medyo masikip lang sa waiting area. Fair lang yung rating ko.",neutral
2026-04-05,Female,36,Non-Pasigueño,Wound care/dressing,3,4,4,4,Smooth naman yung naging punta ko sa health office. Mabilis nila na-process yung request ko. Maayos sumagot yung staff sa mga tanong ko.,positive
2026-04-30,Female,56,Pasigueño,Maternal health consultation,1,2,2,2,Kailangan pang pagbutihin yung client handling. Hindi malinaw yung instructions kaya ilang beses akong nalito. Sana mabigyan ito ng action.,negative
2026-07-28,Female,23,Pasigueño,Laboratory request,3,4,3,4,Maayos yung naging experience ko today. Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Very accommodating yung nag-assist sa akin. Sana ma-maintain yung ganitong sistema.,positive
2026-01-10,Female,57,Non-Pasigueño,Health card/clearance,2,2,1,2,"Yung consultation ko, matagal akong nakaupo bago may nag-assist sa akin. Hindi professional yung tono ng pakikipag-usap sa akin. Sana magkaroon ng clearer instructions at mas maayos na pila.",negative
2026-02-22,Female,59,Pasigueño,Health card/clearance,3,2,2,2,Hindi magandang experience yung naging punta ko. Hindi patient mag-explain yung staff. I hope maayos ito sa susunod.,negative
2026-03-31,Male,24,Pasigueño,Medical certificate,3,3,3,3,Okay naman pero matagal ang pila.,neutral
2026-05-18,Male,40,Non-Pasigueño,Nutrition counseling,3,2,3,3,"Okay naman yung flow kapag ikaw na yung nasa counter at natapos naman yung kailangan ko. Ang napansin ko lang, kulang lang ng mas malinaw na signage. Nothing serious, pero noticeable lang.",neutral
2026-05-03,Female,43,Pasigueño,Nutrition counseling,4,4,3,4,Okay na okay yung serbisyo para sa akin. Hindi pabalik-balik kaya mabilis matapos yung transaction. Responsive yung staff kapag may clarification.,positive
2026-01-08,Female,21,Non-Pasigueño,Laboratory request,3,4,3,4,Mas maayos yung transaction ko kaysa sa inaasahan ko. Nasagot nang maayos yung tanong ko tungkol sa requirements. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Okay na okay para sa akin.,positive
2026-06-26,Male,32,Non-Pasigueño,Nutrition counseling,3,4,2,3,Sakto lang yung naging experience ko today. Kulang lang ng mas malinaw na signage; maayos naman yung pag-check ng documents naman kapag ako na yung inaasikaso. Okay naman basta may konting improvement.,neutral
2026-05-22,Male,47,Pasigueño,Family planning consultation,4,4,4,3,"Madaling sundan yung steps na sinabi sa akin. Maayos sumagot yung staff sa mga tanong ko. Overall, satisfied ako.",positive
2026-05-08,Female,52,City Government Employee,Medical consultation,4,3,3,4,Happy naman ako sa naging assistance. Hindi ako kinailangang magtanong nang paulit-ulit. Respectful yung pakikitungo kahit marami silang inaasikaso. Sana ganito lagi yung serbisyo.,positive
2026-05-28,Male,63,Pasigueño,Health card/clearance,2,3,2,2,Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Hindi straightforward yung process at maraming unnecessary na tanong. Kailangan talagang pagbutihin yung service.,negative
